date|start|name|speaker|room|category
2017-11-03|08:00|Registro + Coffee||fresno
2017-11-03|09:15|Bienvenida||fresno
2017-11-03|09:25|Technical Diagramming: From Doodles to Data Flows|Una Kravets|fresno
2017-11-03|10:25|Microsoft’s Agile Transformation Story|Donovan Brown|fresno
2017-11-03|11:25|Coffee Break
2017-11-03|11:45|CodificaciÃ3n de Caracteres|José Urzúa|magna
2017-11-03|11:45|De Chile a Silicon Valley: Mitos, realidades y desafíos|Alvaro Echeverría|fresno
2017-11-03|11:45|Microservicios con Akka y Scala|Ubaldo Taladriz|matte|Developer Tools
2017-11-03|11:45|Design Sprint: Do learn to validate ideas much faster|Continuum|colorada|Taller
2017-11-03|12:25|Go Mobile with C#, Visual Studio, and Xamarin|James Montemagno|magna|Web & Mobile
2017-11-03|12:25|El mejor de los proyectos es abrirnos a nuevos proyectos|Edgardo Ochoa y Angel Valenzuela|fresno
2017-11-03|12:25|Detectem: enumerando software para vulnerar sistemas web|Claudio Salazar|matte|Developer Tools
2017-11-03|13:00|VR/AR en Dispositivos Móviles|Chihau Chau|magna|Web & Mobile
2017-11-03|13:00|Behind the AI Curtain: Designing for User Trust in Artificial Intelligence and Machine Learning|Crystal Yan|fresno
2017-11-03|13:00|Go: Pasado, Presente y Futuro|Jairo Da Silva|matte|Developer Tools
2017-11-03|13:30|Almuerzo
2017-11-03|15:00|Guaranteed Successful Design|Noah Illinsky|magna|UX & Design
2017-11-03|15:00|¿Sabemos por qué estamos Desarrollando Software?|Agustin Villena|fresno
2017-11-03|15:00|TDDD: Test Driven Development for Docker|Fausto Castañeda|matte|Cloud & DevOps
2017-11-03|15:00|8 hours technical onboarding for agile teams|Synaptic|colorada|Taller
2017-11-03|15:40|Design Sprints en el mundo Enterprise|Ricardo Alfaro|magna|UX & Design
2017-11-03|15:40|Haciendo visible lo invisible|Ignacio Peña y Axel Abulafia|fresno
2017-11-03|15:40|Instalación y manejo de kubernetes con Juju|Felipe Reyes|matte|Cloud & DevOps
2017-11-03|16:20|La importancia del Why en el diseño de productos|Felipe Funes y Alberto Marcías|magna|UX & Design
2017-11-03|16:20|Esos raros lenguajes nuevos|Eduardo Díaz|fresno
2017-11-03|16:20|El caso Preguntados: Manteniendo 25 millones de usuarios diarios|Martín Dominguez|matte|Cloud & DevOps
2017-11-03|16:50|Coffee Break
2017-11-03|17:15|Lightning Talks
2017-11-03|17:45|Business Agility: Continuous Design to Continuous Delivery|Rebecca Parsons|fresno
2017-11-03|18:45|Onboarding: The Ecosystem, Not the Afterthought|Russ Unger|fresno
2017-11-03|19:45|StarsConf Drink Up
2017-11-04|08:00|Acreditación + Coffee
2017-11-04|09:00|The Four Pillars of Visualization|Noah Iliinsky|fresno
2017-11-04|10:00|Winning the most important race|Daniel May|fresno
2017-11-04|11:00|Coffee break
2017-11-04|11:30|¿Qué son los robot-advisors?|Andres Marinkovic|magna|Startups & Innovation
2017-11-04|11:30|Bias, Uncovered: Irrational by Design|Crystal Yan|fresno
2017-11-04|11:30|Cómo ser Data Scientist y no morir en el intento|Eduardo Graells-Garrido|matte|Data Analysis & Visualization
2017-11-04|11:30|PaaS: Release early, release often, for real|Linets|colorada|Taller
2017-11-04|12:10|Desmitificando la IA|Javier Minhondo|magna|Startups & Innovation
2017-11-04|12:10|Una historia de amor|Daniel Atik|fresno
2017-11-04|12:10|What can we learn from 750 billion GitHub events and 42 TB of code|Felipe Hoffa|matte|Data Analysis & Visualization
2017-11-04|12:50|Desmitificando Chileconvalley: Una mirada desde el Venture Capital|Ricardo Díaz y Alex Seelenberger|magna|Startups & Innovation
2017-11-04|12:50|MIWOM. Cómo la UX salvó un producto|Gustavo Soto Miño|fresno
2017-11-04|12:50|Obtención, análisis y visualización de datos espaciales usando Python + Jupyter + Pandas|Rodrigo Culagovski|matte|Data Analysis & Visualization
2017-11-04|13:20|¿Por qué los desarrolladores importan? Una mirada desde Corfo al desarrollo de la industria tecnológica nacional|Francisco Mardones|magna|Startups & Innovation
2017-11-04|13:40|Almuerzo
2017-11-04|15:00|Plataformas: los nuevos agentes de la innovación|Fausto de la Torre|magna
2017-11-04|15:00|IoT inteligente con AndroidThings y Machine Learning|Chihau Chau|fresno
2017-11-04|15:00|Si odio hablar en público: ¿Por qué lo sigo haciendo?|Francisco Diaz|matte|People, Teams & Culture
2017-11-04|15:40|Cómo empezar una carrera de kernel hacker|Davidlohr Bueso|magna
2017-11-04|15:40|From Search to Engagement: Breaking down barriers between product and marketing|Claire Fisher|fresno
2017-11-04|15:40|Evitemos hacer daño. Ética en la ingeniería de software|Leonardo Graterol|matte|People, Teams & Culture
2017-11-04|16:20|Network Engineering 2.0|Alejandro Salinas|magna
2017-11-04|16:20|Analizando terabytes de datos de movilidad anonimizada|Óscar Peredo & Nicolás Kittsteiner|fresno
2017-11-04|16:20|Cómo convertirse en nómada digital|Ruben Torres|matte|People, Teams & Culture
2017-11-04|16:50|Coffee break
2017-11-04|17:15|Lightning Talks||fresno
2017-11-04|18:00|Lightning Talks||fresno
2017-11-04|18:45|The Future of Team Work: humans being human|Dom Price|fresno
2017-11-04|19:45|Cierre
2017-11-04|19:50|GetOnBoard Drink Up
